tool_zh,tool_en,url,industry,quality,competitor,competitor_url,match_type,suggest_platform
Happiness Index Calculator,Happiness Index Calculator,https://chenguangwu.github.io/tools/psychology/calc-12.html,psychology,A,行业资源页（psychology工具清单）,"Google 搜: ""best free online psychology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Has Bled,Has Bled,https://chenguangwu.github.io/tools/cardiology/has-bled.html,cardiology,A,行业资源页（cardiology工具清单）,"Google 搜: ""best free online cardiology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hba1c Converter,Hba1c Converter,https://chenguangwu.github.io/tools/clinical-lab/hba1c-converter.html,clinical-lab,A,行业资源页（clinical-lab工具清单）,"Google 搜: ""best free online clinical-lab tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Healthcare 2,Healthcare 2,https://chenguangwu.github.io/tools/healthcare/healthcare-2.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Healthcare 3,Healthcare 3,https://chenguangwu.github.io/tools/healthcare/healthcare-3.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Healthcare 4,Healthcare 4,https://chenguangwu.github.io/tools/healthcare/healthcare-4.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Healthcare 5,Healthcare 5,https://chenguangwu.github.io/tools/healthcare/healthcare-5.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate,Heart Rate,https://chenguangwu.github.io/tools/obstetrics/heart-rate.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate 1,Heart Rate 1,https://chenguangwu.github.io/tools/sports/heart-rate-1.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate 2,Heart Rate 2,https://chenguangwu.github.io/tools/sports/heart-rate-2.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate 3,Heart Rate 3,https://chenguangwu.github.io/tools/sports/heart-rate-3.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate Zones,Heart Rate Zones,https://chenguangwu.github.io/tools/health/heart-rate-zones.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heart Rate Zones,Heart Rate Zones,https://chenguangwu.github.io/tools/healthcare/heart-rate-zones.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Heat Stress Index,Heat Stress Index,https://chenguangwu.github.io/tools/livestock/heat-stress-index.html,livestock,A,行业资源页（livestock工具清单）,"Google 搜: ""best free online livestock tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hemophilia Treatment,Hemophilia Treatment,https://chenguangwu.github.io/tools/hematology/hemophilia-treatment.html,hematology,A,行业资源页（hematology工具清单）,"Google 搜: ""best free online hematology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hepatic Encephalopathy,Hepatic Encephalopathy,https://chenguangwu.github.io/tools/gastroenterology/hepatic-encephalopathy.html,gastroenterology,A,行业资源页（gastroenterology工具清单）,"Google 搜: ""best free online gastroenterology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hirschberg Test,Hirschberg Test,https://chenguangwu.github.io/tools/pediatrics/hirschberg-test.html,pediatrics,A,行业资源页（pediatrics工具清单）,"Google 搜: ""best free online pediatrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Hlh Diagnosis,Hlh Diagnosis,https://chenguangwu.github.io/tools/hematology/hlh-diagnosis.html,hematology,A,行业资源页（hematology工具清单）,"Google 搜: ""best free online hematology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Homa Ir,Homa Ir,https://chenguangwu.github.io/tools/endocrinology/homa-ir.html,endocrinology,A,行业资源页（endocrinology工具清单）,"Google 搜: ""best free online endocrinology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
IBW Ideal Weight Calculator,IBW Ideal Weight Calculator,https://chenguangwu.github.io/tools/health/ibw-calculator.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
IPSS Prostate Symptom Score,IPSS Prostate Symptom Score,https://chenguangwu.github.io/tools/urology/calc-1.html,urology,A,行业资源页（urology工具清单）,"Google 搜: ""best free online urology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ideal Weight Calculator,Ideal Weight Calculator,https://chenguangwu.github.io/tools/health/ideal-weight.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ideal Weight Devine,Ideal Weight Devine,https://chenguangwu.github.io/tools/healthcare/ideal-weight.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ideal Weight IBW,Ideal Weight IBW,https://chenguangwu.github.io/tools/healthcare/ibw.html,healthcare,A,行业资源页（医疗工具清单）,"Google 搜: ""best free online healthcare tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Iief5 Score,Iief5 Score,https://chenguangwu.github.io/tools/urology/iief5-score.html,urology,A,行业资源页（urology工具清单）,"Google 搜: ""best free online urology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Insect Bite Reaction,Insect Bite Reaction,https://chenguangwu.github.io/tools/dermatology/insect-bite-reaction.html,dermatology,A,行业资源页（dermatology工具清单）,"Google 搜: ""best free online dermatology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Insulin Adjustment,Insulin Adjustment,https://chenguangwu.github.io/tools/endocrinology/insulin-adjustment.html,endocrinology,A,行业资源页（endocrinology工具清单）,"Google 搜: ""best free online endocrinology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Insulin Dose,Insulin Dose,https://chenguangwu.github.io/tools/health/insulin-dose.html,health,A,行业资源页（健康工具清单）,"Google 搜: ""best free online health tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Iop Correction,Iop Correction,https://chenguangwu.github.io/tools/ophthalmology/iop-correction.html,ophthalmology,A,行业资源页（ophthalmology工具清单）,"Google 搜: ""best free online ophthalmology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ipss R,Ipss R,https://chenguangwu.github.io/tools/hematology/ipss-r.html,hematology,A,行业资源页（hematology工具清单）,"Google 搜: ""best free online hematology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Ipss Score,Ipss Score,https://chenguangwu.github.io/tools/urology/ipss-score.html,urology,A,行业资源页（urology工具清单）,"Google 搜: ""best free online urology tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Irradiation Dose,Irradiation Dose,https://chenguangwu.github.io/tools/food-testing/irradiation-dose.html,food-testing,A,行业资源页（food-testing工具清单）,"Google 搜: ""best free online food-testing tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Isi Insomnia,Isi Insomnia,https://chenguangwu.github.io/tools/psychiatry/isi-insomnia.html,psychiatry,A,行业资源页（psychiatry工具清单）,"Google 搜: ""best free online psychiatry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Jingzidnasuipian Dfi Zhishu,Jingzidnasuipian Dfi Zhishu,https://chenguangwu.github.io/tools/reproductive-medicine/jingzidnasuipian-dfi-zhishu.html,reproductive-medicine,A,行业资源页（reproductive-medicine工具清单）,"Google 搜: ""best free online reproductive-medicine tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Jixianwei Kuai Man Leixingtuice,Jixianwei Kuai Man Leixingtuice,https://chenguangwu.github.io/tools/sports/jixianwei-kuai-man-leixingtuice.html,sports,A,行业资源页（sports工具清单）,"Google 搜: ""best free online sports tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Jun Chen Zuo Shi,Jun Chen Zuo Shi,https://chenguangwu.github.io/tools/tcm-pharmacy/jun-chen-zuo-shi.html,tcm-pharmacy,A,行业资源页（tcm-pharmacy工具清单）,"Google 搜: ""best free online tcm-pharmacy tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Kupperman Score,Kupperman Score,https://chenguangwu.github.io/tools/obstetrics/kupperman-score.html,obstetrics,A,行业资源页（obstetrics工具清单）,"Google 搜: ""best free online obstetrics tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Layout Score,Layout Score,https://chenguangwu.github.io/tools/realestate/layout-score.html,realestate,A,行业资源页（realestate工具清单）,"Google 搜: ""best free online realestate tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
Legal Age,Legal Age,https://chenguangwu.github.io/tools/legal/legal-age.html,legal,A,Age Calculator / Calculator.net,https://www.calculator.net/age-calculator.html,单工具竞品,站级(alternative.to/PH) + 资源页可引用竞品
Length 3,Length 3,https://chenguangwu.github.io/tools/dentistry/length-3.html,dentistry,A,行业资源页（dentistry工具清单）,"Google 搜: ""best free online dentistry tools"" + ""add your site""",行业资源页,资源页 link building（按行业找清单页投稿）
